examine,id,members,lowalch,limit,value,highalch,icon,name,price,last,volume
Ruby tipped Adamantite crossbow bolts.,9339,True,50,11000,125,75,Ruby bolts 5.png,Ruby bolts,121,124,2442910
Diamond tipped Adamantite crossbow bolts.,9340,True,76,11000,192,115,Diamond bolts 5.png,Diamond bolts,196,200,4202142
Dragonstone tipped Runite crossbow bolts.,9341,True,386,11000,967,580,Dragonstone bolts 5.png,Dragonstone bolts,1032,1050,2586395
Onyx tipped Runite crossbow bolts.,9342,True,5453,11000,13633,8179,Onyx bolts 5.png,Onyx bolts,8754,8888,781389
Unfeathered bronze crossbow bolts.,9375,True,1,13000,1,1,Bronze bolts (unf) 5.png,Bronze bolts (unf),12,12,15455
Unfeathered iron crossbow bolts.,9377,True,1,13000,1,1,Iron bolts (unf) 5.png,Iron bolts (unf),10,10,118274
Unfeathered steel crossbow bolts.,9378,True,1,13000,1,1,Steel bolts (unf) 5.png,Steel bolts (unf),58,58,179494
Unfeathered mithril crossbow bolts.,9379,True,1,13000,1,1,Mithril bolts (unf) 5.png,Mithril bolts (unf),77,78,408488
Unfeathered adamantite crossbow bolts.,9380,True,1,13000,1,1,Adamant bolts(unf) 5.png,Adamant bolts(unf),140,140,249455
Unfeathered runite crossbow bolts.,9381,True,1,13000,1,1,Runite bolts (unf) 5.png,Runite bolts (unf),135,142,804765
Unfeathered silver crossbow bolts.,9382,True,1,13000,1,1,Silver bolts (unf) 5.png,Silver bolts (unf),8,8,39138
A mithril grapple tip.,9416,True,12,11000,30,18,Mith grapple tip.png,Mith grapple tip,536,528,36
A mithril grapple tipped bolt - needs a rope.,9418,True,19,11000,48,28,Mith grapple (unf).png,Mith grapple (unf),1056,1056,92
A mithril grapple tipped bolt - needs a rope.,9419,True,1,11000,1,1,Mith grapple.png,Mith grapple,1965,1973,3434
A pair of bronze crossbow limbs.,9420,True,8,10000,20,12,Bronze limbs.png,Bronze limbs,51,51,344
A pair of iron crossbow limbs.,9423,True,28,10000,70,42,Iron limbs.png,Iron limbs,98,98,66
A pair of steel crossbow limbs.,9425,True,100,10000,250,150,Steel limbs.png,Steel limbs,101,101,135
A pair of mithril crossbow limbs.,9427,True,260,10000,650,390,Mithril limbs.png,Mithril limbs,484,484,179
A pair of adamantite crossbow limbs.,9429,True,640,10000,1600,960,Adamantite limbs.png,Adamantite limbs,1544,1544,1063
A pair of runite crossbow limbs.,9431,True,6400,10000,16000,9600,Runite limbs.png,Runite limbs,9288,9425,4409
A mould for creating silver crossbow bolts.,9434,True,10,40,25,15,Bolt mould.png,Bolt mould,1,1,15
I can use this to make a crossbow string.,9436,True,1,13000,2,1,Sinew.png,Sinew,220,225,939
A string for a crossbow.,9438,True,1,11000,1,1,Crossbow string.png,Crossbow string,466,466,7622
A wooden crossbow stock.,9440,True,8,10000,20,12,Wooden stock.png,Wooden stock,3,3,1037
An oak crossbow stock.,9442,True,10,10000,27,16,Oak stock.png,Oak stock,3,3,183
A willow crossbow stock.,9444,True,21,10000,53,31,Willow stock.png,Willow stock,5,5,478
A teak crossbow stock.,9446,True,30,10000,77,46,Teak stock.png,Teak stock,44,44,946
A maple crossbow stock.,9448,True,40,10000,100,60,Maple stock.png,Maple stock,7,7,658
A mahogany crossbow stock.,9450,True,53,10000,133,79,Mahogany stock.png,Mahogany stock,7,7,785
A yew crossbow stock.,9452,True,66,10000,167,100,Yew stock.png,Yew stock,106,106,84
An unstrung bronze crossbow.,9454,True,16,10000,40,24,Bronze crossbow (u).png,Bronze crossbow (u),122,122,335
An unstrung iron crossbow.,9457,True,49,10000,123,73,Iron crossbow (u).png,Iron crossbow (u),69,69,38
An unstrung steel crossbow.,9459,True,130,10000,327,196,Steel crossbow (u).png,Steel crossbow (u),118,118,0
An unstrung mithril crossbow.,9461,True,300,10000,750,450,Mithril crossbow (u).png,Mithril crossbow (u),586,586,2
An unstrung adamantite crossbow.,9463,True,693,10000,1733,1039,Adamant crossbow (u).png,Adamant crossbow (u),1846,1846,515
An unstrung runite crossbow.,9465,True,6466,10000,16167,9700,Runite crossbow (u).png,Runite crossbow (u),10023,9974,785
A seed pod of the Grand Tree.,9469,True,100,15,250,150,Grand seed pod.png,Grand seed pod,338024,338024,222
A scarf. You feel your upper lip stiffening.,9470,True,400,4,1000,600,Gnome scarf.png,Gnome scarf,723055,739025,221
Tally Ho!,9472,True,400,4,1000,600,Gnome goggles.png,Gnome goggles,81479,83538,35
It looks very minty.,9475,True,100,10000,250,150,Mint cake.png,Mint cake,137473,137473,485
As used by King Tyras' personal guard.,9629,True,220,150,550,330,Tyras helm.png,Tyras helm,1271,1271,82
Dress like the powerful vyrewatch!,9634,True,200,150,500,300,Vyrewatch top.png,Vyrewatch top,2452,2452,74
Dress like the powerful vyrewatch!,9636,True,200,150,500,300,Vyrewatch legs.png,Vyrewatch legs,2791,2791,84
Dress like the powerful vyrewatch!,9638,True,200,150,500,300,Vyrewatch shoes.png,Vyrewatch shoes,3331,3344,100
Ghetto disguise!,9640,True,2,150,5,3,Citizen top.png,Citizen top,661,661,2
Ghetto disguise!,9642,True,2,150,5,3,Citizen trousers.png,Citizen trousers,475,475,4
Ghetto disguise!,9644,True,2,150,5,3,Citizen shoes.png,Citizen shoes,724,724,2
Proselyte level armour pack.,9666,True,10000,70,25000,15000,Proselyte harness m.png,Proselyte harness m,27957,27957,109
Initiate level armour pack.,9668,True,8000,70,20000,12000,Initiate harness m.png,Initiate harness m,21921,21921,240
Proselyte level armour pack.,9670,True,10000,70,25000,15000,Proselyte harness f.png,Proselyte harness f,29108,29108,21
A Proselyte Temple Knight's helm.,9672,True,3200,70,8000,4800,Proselyte sallet.png,Proselyte sallet,4488,4459,363
A Proselyte Temple Knight's armour.,9674,True,4800,70,12000,7200,Proselyte hauberk.png,Proselyte hauberk,7140,7159,1349
A Proselyte Temple Knight's leg armour.,9676,True,4000,70,10000,6000,Proselyte cuisse.png,Proselyte cuisse,5881,5891,1184
A Proselyte Temple Knight's leg armour.,9678,True,4000,70,10000,6000,Proselyte tasset.png,Proselyte tasset,5661,5573,189
A magic helmet.,9729,True,8,70,20,12,Elemental helmet.png,Elemental helmet,387,387,5
A magic shield.,9731,True,1200,70,3000,1800,Mind shield.png,Mind shield,34386,34386,264
A magic helmet.,9733,True,1200,70,3000,1800,Mind helmet.png,Mind helmet,6666,6681,141
Not much good for blowing.,9735,True,4,13000,12,7,Desert goat horn.png,Desert goat horn,36,36,77026
Finely ground desert goat horn.,9736,True,4,13000,12,7,Goat horn dust.png,Goat horn dust,78,78,88121
4 doses of combat potion.,9739,True,86,2000,215,129,Combat potion(4).png,Combat potion(4),313,313,77296
3 doses of combat potion.,9741,True,64,2000,160,96,Combat potion(3).png,Combat potion(3),163,163,48914
2 doses of combat potion.,9743,True,42,2000,105,63,Combat potion(2).png,Combat potion(2),109,109,276
1 dose of combat potion.,9745,True,20,2000,52,31,Combat potion(1).png,Combat potion(1),39,39,254
How does it all fit in there?,9843,True,4,500,10,6,Oak cape rack (flatpack).png,Oak cape rack (flatpack),24,24,0
How does it all fit in there?,9844,True,4,500,10,6,Teak cape rack (flatpack).png,Teak cape rack (flatpack),51,51,0
How does it all fit in there?,9845,True,4,500,10,6,Mahogany cape rack (flatpack).png,Mahogany cape rack (flatpack),1267,1267,1
How does it all fit in there?,9846,True,4,500,10,6,Gilded cape rack (flatpack).png,Gilded cape rack (flatpack),49767,49767,0
How does it all fit in there?,9847,True,4,500,10,6,Marble cape rack (flatpack).png,Marble cape rack (flatpack),397588,397588,7
How does it all fit in there?,9848,True,4,500,10,6,Magic cape rack (flatpack).png,Magic cape rack (flatpack),859244,859244,0
How does it all fit in there?,9849,True,4,500,10,6,Oak toy box (flatpack).png,Oak toy box (flatpack),17,17,2
How does it all fit in there?,9850,True,4,500,10,6,Teak toy box (flatpack).png,Teak toy box (flatpack),41,41,1
How does it all fit in there?,9851,True,4,500,10,6,Mahogany toy box (flatpack).png,Mahogany toy box (flatpack),722,722,7
How does it all fit in there?,9852,True,4,500,10,6,Oak magic wardrobe (flatpack).png,Oak magic wardrobe (flatpack),19,19,2
Carved oak magic wardrobe.,9853,True,4,500,10,6,Carved oak magic wardrobe (flatpack).png,Carved oak magic wardrobe (flatpack),11,11,2
Teak magic wardrobe.,9854,True,4,500,10,6,Teak magic wardrobe (flatpack).png,Teak magic wardrobe (flatpack),64,64,1
Carved teak magic wardrobe.,9855,True,4,500,10,6,Carved teak magic wardrobe (flatpack).png,Carved teak magic wardrobe (flatpack),35,35,1
Mahogany magic wardrobe.,9856,True,4,500,10,6,Mahogany magic wardrobe (flatpack).png,Mahogany magic wardrobe (flatpack),1392,1392,3
Gilded mahogany magic wardrobe.,9857,True,4,500,10,6,Gilded magic wardrobe (flatpack).png,Gilded magic wardrobe (flatpack),23550,23550,0
Marble magic wardrobe.,9858,True,4,500,10,6,Marble magic wardrobe (flatpack).png,Marble magic wardrobe (flatpack),442786,442786,4
How does it all fit in there?,9859,True,4,500,10,6,Oak armour case (flatpack).png,Oak armour case (flatpack),19,19,0
How does it all fit in there?,9860,True,4,500,10,6,Teak armour case (flatpack).png,Teak armour case (flatpack),169,169,1
Mahogany armour case.,9861,True,4,500,10,6,Mahogany armour case (flatpack).png,Mahogany armour case (flatpack),4262,4262,6
How does it all fit in there?,9862,True,4,500,10,6,Oak treasure chest (flatpack).png,Oak treasure chest (flatpack),24,24,1
How does it all fit in there?,9863,True,4,500,10,6,Teak treasure chest (flatpack).png,Teak treasure chest (flatpack),170,170,0
Mahogany treasure chest.,9864,True,4,500,10,6,M. treasure chest (flatpack).png,M. treasure chest (flatpack),3844,3844,7
Oak fancy dress box.,9865,True,4,500,10,6,Oak fancy dress box (flatpack).png,Oak fancy dress box (flatpack),18,18,0
Teak fancy dress box.,9866,True,4,500,10,6,Teak fancy dress box (flatpack).png,Teak fancy dress box (flatpack),243,243,2
Mahogany fancy dress box.,9867,True,4,500,10,6,Mahogany fancy dress box (flatpack).png,Mahogany fancy dress box (flatpack),3050,3050,7
This certainly needs cooking!,9978,True,6,11000,17,10,Raw bird meat.png,Raw bird meat,36,37,8508
A nicely roasted bird.,9980,True,6,6000,17,10,Roast bird meat.png,Roast bird meat,16,16,9
A slab of raw beast meat.,9986,True,10,11000,25,15,Raw beast meat.png,Raw beast meat,65,65,1866
A delicious looking slab of roast beast.,9988,True,10,6000,25,15,Roast beast meat.png,Roast beast meat,28,28,76
A bowl of chopped tomatoes with an extra kick.,9994,True,1,8000,3,1,Spicy tomato.png,Spicy tomato,476,476,16
A bowl of fiery minced meat.,9996,True,3,8000,8,4,Spicy minced meat.png,Spicy minced meat,840,840,1596
4 doses of Hunter potion.,9998,True,6,2000,15,9,Hunter potion(4).png,Hunter potion(4),2996,2956,6383
3 doses of Hunter potion.,10000,True,4,2000,12,7,Hunter potion(3).png,Hunter potion(3),3000,3000,1308
2 doses of Hunter potion.,10002,True,3,2000,9,5,Hunter potion(2).png,Hunter potion(2),2888,2888,62
1 dose of Hunter potion.,10004,True,2,2000,6,3,Hunter potion(1).png,Hunter potion(1),1520,1520,29
A simple bird catcher.,10006,True,2,250,5,3,Bird snare.png,Bird snare,6,6,20380
"If a creature goes inside, the box should then slam shut.",10008,True,12,250,32,19,Box trap.png,Box trap,33,33,61614
For catching butterflies...,10010,True,8,125,20,12,Butterfly net.png,Butterfly net,47,47,2972
It's got little holes in the top.,10012,True,1,40,1,1,Butterfly jar.png,Butterfly jar,104,104,7995
There's a black warlock butterfly in here.,10014,True,28,125,70,42,Black warlock (item).png,Black warlock (item),542,542,793
There's a snowy knight butterfly in here.,10016,True,20,125,50,30,Snowy knight (item).png,Snowy knight (item),1061,1061,775
There's a sapphire glacialis butterfly in here.,10018,True,12,125,30,18,Sapphire glacialis (item).png,Sapphire glacialis (item),589,589,126
There's a ruby harvest butterfly in here.,10020,True,7,125,18,10,Ruby harvest (item).png,Ruby harvest (item),260,260,349
A magical catching box.,10025,True,240,250,600,360,Magic box.png,Magic box,460,460,799
"Reduces the risk of hand severage when poking large, vicious carnivores.",10029,True,20,40,50,30,Teasing stick.png,Teasing stick,1,1,10042
The snare will tighten around animals passing through.,10031,True,6,250,15,9,Rabbit snare.png,Rabbit snare,1,1,2214
Handle with care.,10033,True,56,7000,140,84,Chinchompa.png,Chinchompa,654,688,3032536
Even more volatile than its vegetarian counterpart.,10034,True,64,7000,160,96,Red chinchompa.png,Red chinchompa,1732,1734,4151971
These should make me harder to spot in polar areas.,10035,True,80,150,200,120,Kyatt legs.png,Kyatt legs,1200,1200,46
This should make me harder to spot in polar areas.,10037,True,80,150,200,120,Kyatt top.png,Kyatt top,1178,1178,192
This should make me harder to spot in polar areas.,10039,True,400,150,1000,600,Kyatt hat.png,Kyatt hat,1582,1582,61
These should make me harder to spot in woodland and jungle areas.,10041,True,40,150,100,60,Larupia legs.png,Larupia legs,694,694,22
This should make me harder to spot in woodland and jungle areas.,10043,True,40,150,100,60,Larupia top.png,Larupia top,891,891,24
This should make me harder to spot in woodland and jungle areas.,10045,True,200,150,500,300,Larupia hat.png,Larupia hat,2267,2337,46
These should make me harder to spot in desert areas.,10047,True,60,150,150,90,Graahk legs.png,Graahk legs,1158,1158,20
This should make me harder to spot in desert areas.,10049,True,60,150,150,90,Graahk top.png,Graahk top,1467,1467,35
This should make me harder to spot in desert areas.,10051,True,300,150,750,450,Graahk headdress.png,Graahk headdress,2656,2656,15
This should make me harder to spot in wooded areas.,10053,True,8,,20,12,Wood camo top.png,Wood camo top,7366,7366,37
These should make me harder to spot in wooded areas.,10055,True,8,,20,12,Wood camo legs.png,Wood camo legs,6187,6187,31
This should make me harder to spot in jungle areas.,10057,True,8,,20,12,Jungle camo top.png,Jungle camo top,2609,2609,19
These should make me harder to spot in jungle areas.,10059,True,8,,20,12,Jungle camo legs.png,Jungle camo legs,1345,1345,17
This should make me harder to spot in desert areas.,10061,True,8,,20,12,Desert camo top.png,Desert camo top,8016,8016,20
These should make me harder to spot in desert areas.,10063,True,8,,20,12,Desert camo legs.png,Desert camo legs,9267,9267,21
This should make me harder to spot in polar areas.,10065,True,8,,20,12,Polar camo top.png,Polar camo top,8871,8817,113
These should make me harder to spot in polar areas.,10067,True,8,,20,12,Polar camo legs.png,Polar camo legs,12774,12774,96
A surprisingly aerodynamic cape.,10069,True,160,125,400,240,Spotted cape.png,Spotted cape,984,984,295
A really surprisingly aerodynamic cape.,10071,True,320,125,800,480,Spottier cape.png,Spottier cape,826,826,236
"Made from dark kebbit fur, these are perfect for tasks of a stealthier nature.",10075,True,240,8000,600,360,Gloves of silence.png,Gloves of silence,994,994,4993
Attack at your own risk.,10077,True,64,125,160,96,Spiky vambraces.png,Spiky vambraces,8,8,9
Vambraces made from 100% real dragonhide. Now with added spikiness.,10079,True,1000,125,2500,1500,Green spiky vambraces.png,Green spiky vambraces,1770,1757,9
Vambraces made from 100% real dragonhide. Now with added spikiness.,10081,True,1200,125,3000,1800,Blue spiky vambraces.png,Blue spiky vambraces,1689,1689,25
Vambraces made from 100% real dragonhide. Now with added spikiness.,10083,True,1440,125,3600,2160,Red spiky vambraces.png,Red spiky vambraces,1754,1760,4145
Vambraces made from 100% real dragonhide. Now with added spikiness.,10085,True,1728,125,4320,2592,Black spiky vambraces.png,Black spiky vambraces,4036,3844,634
Attractive to other birds and hunters alike.,10087,True,8,8000,20,12,Stripy feather.png,Stripy feather,8,8,510125
A vivid red feather.,10088,True,4,8000,10,6,Red feather.png,Red feather,10,10,216647
A cool blue feather.,10089,True,6,8000,16,9,Blue feather.png,Blue feather,126,126,18733
A bright yellow feather.,10090,True,5,8000,13,7,Yellow feather.png,Yellow feather,74,74,13308
A fairly plain feather.,10091,True,6,8000,15,9,Orange feather.png,Orange feather,5,4,115097
It's a shabby-looking Larupia fur.,10093,True,24,10000,60,36,Tatty larupia fur.png,Tatty larupia fur,498,498,23
It's a perfect-looking larupia fur.,10095,True,32,10000,80,48,Larupia fur.png,Larupia fur,858,858,617
It's a shabby-looking graahk fur.,10097,True,36,10000,90,54,Tatty graahk fur.png,Tatty graahk fur,495,495,175
It's a perfect-looking graahk fur.,10099,True,48,10000,120,72,Graahk fur.png,Graahk fur,597,597,719
It's a shabby-looking kyatt fur.,10101,True,48,10000,120,72,Tatty kyatt fur.png,Tatty kyatt fur,142,142,843
It's a perfect-looking kyatt fur.,10103,True,64,10000,160,96,Kyatt fur.png,Kyatt fur,176,176,1572
These bone spikes are both very tough and very sharp.,10105,True,36,10000,90,54,Kebbit spike.png,Kebbit spike,699,699,414
These bone spikes are both very tough and very sharp.,10107,True,60,10000,150,90,Long kebbit spike.png,Long kebbit spike,562,556,1313
A kebbit-sized set of dentures.,10109,True,64,10000,160,96,Kebbit teeth.png,Kebbit teeth,331,331,2937
Previously a kebbit-sized set of dentures.,10111,True,64,10000,160,96,Kebbit teeth dust.png,Kebbit teeth dust,494,490,2684
More menacing when attached to the owner.,10113,True,17,10000,43,25,Kebbit claws.png,Kebbit claws,330,330,495
"Sleek, silent and furry.",10115,True,84,10000,210,126,Dark kebbit fur.png,Dark kebbit fur,101,101,10685
A thick fur for a cold climate.,10117,True,4,100,10,6,Polar kebbit fur.png,Polar kebbit fur,1832,1832,145
"Not actually from a weasel, but it is, at least, furry.",10119,True,5,10000,14,8,Feldip weasel fur.png,Feldip weasel fur,115,115,957
Common fur from a common kebbit.,10121,True,4,10000,12,7,Common kebbit fur.png,Common kebbit fur,1139,1139,153
